UserID,YOB,Age,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,votes,Q122771,Q120472,Q120194,Q119650,Q118232,Q117186,Q117193,Q116881,Q116197,Q115777,Q115899,Q114386,Q113583,Q113584,Q111580,Q110740,Q108950,Q108855,Q108342,Q106997,Q102089,Q108856,Q101162,Q101163,Q99982,Q98059,Q122769,Q118233,Q118237,Q122770,Q124742,Q116797,Q122120,Q116953,Q116601,Q116441,Q116448,Q121699,Q115602,Q121700,Q115610,Q115611,Q120978,Q115390,Q114961,Q114748,Q115195,Q114517,Q121011,Q113992,Q114152,Q120379,Q120650,Q113181,Q112478,Q112512,Q112270,Q111848,Q124122,Q111220,Q123464,Q109367,Q120012,Q109244,Q120014,Q108617,Q119851,Q108754,Q119334,Q108343,Q107869,Q107491,Q106993,Q123621,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q118892,Q118117,Q101596,Q100689,Q100680,Q100562,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98078,Q98197,Q96024
44,1968,46,Male,"$50,000 - $74,999",Married (no kids),Current Undergraduate,Republican,1,37,Private,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Right,P.M.,Start,Me,Mysterious,Talk,People,Demanding,Mac,Risk-friendly,Umm...,In-person,Yay people!,Own,Socialize,Optimist,Mom,Nope,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
46,1992,22,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Democrat,1,101,Public,Art,Study first,Receiving,Pragmatist,Cool headed,Standard hours,Right,A.M.,End,Circumstances,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Umm...,In-person,Grrr people,Own,Space,Optimist,Mom,Nope,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
48,1971,43,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Independent,1,79,Public,Art,Study first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,End,Circumstances,TMI,Tunes,Technology,Supportive,Mac,Risk-friendly,Yes!,In-person,Grrr people,Own,Space,Optimist,Dad,Nope,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
49,1969,45,Female,"$100,001 - $150,000",Married (w/kids),Master's Degree,Democrat,1,101,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,End,Me,Mysterious,Talk,People,Supportive,PC,Cautious,Yes!,Online,Yay people!,Own,Space,Optimist,Mom,Check!,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
50,1997,17,Male,"over $150,000",Married (w/kids),Current K-12,Republican,1,36,Private,Science,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,End,Circumstances,TMI,Tunes,Technology,Supportive,Mac,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Pessimist,Mom,Check!,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
51,1980,34,Male,"$25,001 - $50,000",Married (no kids),Bachelor's Degree,Independent,0,97,Public,Science,Study first,Receiving,Pragmatist,Cool headed,Odd hours,Right,P.M.,End,Circumstances,Mysterious,Talk,People,Supportive,PC,Cautious,Umm...,In-person,Grrr people,Own,Space,Pessimist,Mom,Nope,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
56,1976,38,Male,"$25,001 - $50,000",Single (w/kids),High School Diploma,Republican,0,78,Public,Science,Study first,Giving,Pragmatist,Hot headed,Odd hours,Happy,A.M.,End,Me,TMI,Tunes,People,Supportive,PC,Cautious,Yes!,Online,Grrr people,Rent,Socialize,Pessimist,Mom,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes
57,1961,53,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,0,100,Private,Science,Try first,Giving,Pragmatist,Cool headed,Odd hours,Happy,A.M.,End,Me,TMI,Talk,Technology,Supportive,Mac,Cautious,Umm...,Online,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
58,1995,19,Male,"over $150,000",Single (no kids),Current Undergraduate,Democrat,0,101,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,In-person,Grrr people,Own,Space,Pessimist,Dad,Nope,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
59,1975,39,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Independent,0,99,Public,Art,Try first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,End,Me,TMI,Talk,Technology,Supportive,PC,Risk-friendly,Umm...,In-person,Grrr people,Own,Space,Pessimist,Mom,Nope,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
61,1990,24,Male,"$50,000 - $74,999",Single (no kids),Current K-12,Democrat,1,90,Public,Art,Try first,Receiving,Idealist,Hot headed,Odd hours,Happy,P.M.,End,Me,TMI,Tunes,People,Demanding,Mac,Risk-friendly,Yes!,In-person,Grrr people,Rent,Space,Pessimist,Mom,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
62,1958,56,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Republican,0,92,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Right,A.M.,Start,Me,Mysterious,Talk,Technology,Demanding,PC,Cautious,Yes!,In-person,Grrr people,Rent,Space,Pessimist,Dad,Nope,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
63,1991,23,Male,"under $25,000",Single (no kids),Current Undergraduate,Republican,0,101,Public,Art,Study first,Receiving,Pragmatist,Cool headed,Standard hours,Right,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Yes!,In-person,Grrr people,Own,Space,Pessimist,Mom,Check!,Only-child,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes
64,1984,30,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Independent,0,101,Public,Science,Study first,Receiving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,Start,Me,TMI,Tunes,Technology,Supportive,Mac,Risk-friendly,Umm...,Online,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
65,1958,56,Female,"$50,000 - $74,999",Domestic Partners (no kids),Bachelor's Degree,Democrat,1,59,Public,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Happy,P.M.,End,Me,TMI,Tunes,People,Supportive,PC,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Nope,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
66,1990,24,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Libertarian,0,90,Public,Art,Study first,Giving,Pragmatist,Hot headed,Odd hours,Happy,P.M.,End,Me,TMI,Talk,People,Supportive,PC,Cautious,Yes!,In-person,Grrr people,Own,Space,Pessimist,Dad,Check!,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
67,1996,18,Male,"under $25,000",Single (no kids),Current K-12,Independent,1,100,Public,Science,Try first,Receiving,Idealist,Cool headed,Standard hours,Happy,P.M.,End,Me,TMI,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Grrr people,Own,Socialize,Optimist,Mom,Nope,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
69,1955,59,Male,"$100,001 - $150,000",Married (no kids),Associate's Degree,Independent,1,101,Public,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Happy,P.M.,End,Me,TMI,Tunes,Technology,Demanding,PC,Risk-friendly,Umm...,In-person,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
70,1970,44,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Independent,0,101,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Right,A.M.,Start,Me,Mysterious,Talk,Technology,Demanding,Mac,Cautious,Yes!,Online,Yay people!,Own,Space,Pessimist,Dad,Check!,Only-child,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
71,1969,45,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Republican,1,94,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,End,Me,TMI,Tunes,People,Supportive,Mac,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Check!,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes
72,1960,54,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,0,100,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,A.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,PC,Risk-friendly,Yes!,In-person,Yay people!,Rent,Space,Optimist,Mom,Nope,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
73,1944,70,Male,"over $150,000",Married (w/kids),Doctoral Degree,Republican,0,97,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,End,Circumstances,TMI,Talk,Technology,Supportive,PC,Cautious,Umm...,In-person,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
74,1958,56,Male,"$75,000 - $100,000",Married (w/kids),Current K-12,Republican,1,101,Public,Science,Try first,Giving,Idealist,Cool headed,Odd hours,Right,A.M.,End,Me,Mysterious,Talk,Technology,Supportive,PC,Risk-friendly,Umm...,In-person,Yay people!,Own,Socialize,Optimist,Dad,Nope,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
75,1975,39,Male,"$75,000 - $100,000",Domestic Partners (w/kids),Bachelor's Degree,Republican,0,49,Public,Science,Try first,Giving,Idealist,Cool headed,Odd hours,Right,P.M.,End,Me,TMI,Tunes,Technology,Supportive,PC,Risk-friendly,Yes!,In-person,Grrr people,Rent,Space,Optimist,Mom,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes
76,1985,29,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Independent,0,26,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Talk,People,Demanding,Mac,Risk-friendly,Umm...,In-person,Grrr people,Own,Space,Pessimist,Dad,Check!,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
77,1982,32,Female,"under $25,000",Single (no kids),Bachelor's Degree,Independent,0,35,Public,Art,Try first,Receiving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Me,TMI,Tunes,Technology,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Rent,Socialize,Optimist,Dad,Check!,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
78,1978,36,Male,"$50,000 - $74,999",Single (w/kids),Current Undergraduate,Republican,0,70,Public,Art,Try first,Giving,Idealist,Cool headed,Odd hours,Right,A.M.,End,Me,Mysterious,Talk,People,Supportive,Mac,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Check!,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
80,1959,55,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Libertarian,1,97,Public,Art,Study first,Giving,Idealist,Hot headed,Standard hours,Happy,P.M.,End,Circumstances,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Umm...,In-person,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
81,1987,27,Male,"$75,000 - $100,000",Domestic Partners (no kids),High School Diploma,Independent,1,101,Private,Science,Study first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,People,Supportive,Mac,Risk-friendly,Umm...,In-person,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
82,1959,55,Male,"over $150,000",Married (w/kids),Master's Degree,Independent,1,97,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Right,P.M.,End,Me,Mysterious,Talk,People,Supportive,PC,Risk-friendly,Umm...,In-person,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes
83,1994,20,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Republican,0,101,Public,Art,Study first,Receiving,Idealist,Hot headed,Standard hours,Happy,P.M.,End,Me,Mysterious,Tunes,Technology,Demanding,PC,Risk-friendly,Yes!,In-person,Grrr people,Rent,Space,Pessimist,Mom,Nope,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
84,1998,16,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,1,101,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,Start,Circumstances,TMI,Tunes,People,Demanding,PC,Risk-friendly,Yes!,In-person,Grrr people,Own,Space,Optimist,Dad,Nope,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
85,1966,48,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,1,101,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Me,Mysterious,Talk,People,Supportive,PC,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
86,1959,55,Male,"$75,000 - $100,000",Married (w/kids),Associate's Degree,Democrat,0,99,Public,Art,Try first,Receiving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,Start,Circumstances,Mysterious,Talk,People,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No
88,1966,48,Male,"$50,000 - $74,999",Married (w/kids),Master's Degree,Republican,1,97,Public,Science,Try first,Giving,Pragmatist,Cool headed,Odd hours,Happy,A.M.,Start,Circumstances,Mysterious,Tunes,People,Supportive,PC,Cautious,Umm...,In-person,Yay people!,Own,Socialize,Optimist,Mom,Check!,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
